ID;ROW_NUMBER;PURCHASING_ORGANIZATION;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;VENDOR_CODE;VENDOR_NAME;NET_PRICE;CURRENCY
.1~5774;5774;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5775;5775;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5776;5776;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5777;5777;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5778;5778;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5779;5779;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5780;5780;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5781;5781;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5782;5782;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5783;5783;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5784;5784;G5;01;02;01/02;02/01/2021 00:00;1;2;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5785;5785;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5786;5786;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5787;5787;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5788;5788;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5789;5789;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5790;5790;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5791;5791;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5792;5792;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5793;5793;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5794;5794;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5795;5795;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5796;5796;G5;01;03;01/03;03/01/2021 00:00;1;3;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5797;5797;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5798;5798;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5799;5799;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5800;5800;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5801;5801;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5802;5802;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5803;5803;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5804;5804;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5805;5805;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5806;5806;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5807;5807;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5808;5808;G5;01;04;01/04;04/01/2021 00:00;1;4;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5809;5809;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5810;5810;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5811;5811;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5812;5812;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5813;5813;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5814;5814;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5815;5815;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5816;5816;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5817;5817;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5818;5818;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5819;5819;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5820;5820;G5;01;05;01/05;05/01/2021 00:00;1;5;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5821;5821;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5822;5822;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5823;5823;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5824;5824;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5825;5825;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5826;5826;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5827;5827;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5828;5828;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5829;5829;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5830;5830;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5831;5831;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5832;5832;G5;01;06;01/06;06/01/2021 00:00;2;6;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5833;5833;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5834;5834;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5835;5835;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5836;5836;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5837;5837;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5838;5838;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5839;5839;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5840;5840;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5841;5841;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5842;5842;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5843;5843;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5844;5844;G5;01;07;01/07;07/01/2021 00:00;2;7;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5845;5845;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5846;5846;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5847;5847;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5848;5848;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5849;5849;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5850;5850;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5851;5851;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5852;5852;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5853;5853;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5854;5854;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5855;5855;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5856;5856;G5;01;08;01/08;08/01/2021 00:00;2;8;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5857;5857;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5858;5858;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5859;5859;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5860;5860;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5861;5861;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5862;5862;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5863;5863;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5864;5864;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5865;5865;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5866;5866;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5867;5867;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5868;5868;G5;01;09;01/09;09/01/2021 00:00;2;9;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5869;5869;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5870;5870;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5871;5871;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5872;5872;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5873;5873;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5874;5874;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5875;5875;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5876;5876;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5877;5877;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5878;5878;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5879;5879;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5880;5880;G5;01;10;01/10;10/01/2021 00:00;2;10;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5881;5881;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5882;5882;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5883;5883;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5884;5884;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5885;5885;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5886;5886;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5887;5887;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5888;5888;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5889;5889;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5890;5890;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5891;5891;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5892;5892;G5;02;01;02/01;11/01/2021 00:00;3;11;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5893;5893;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5894;5894;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5895;5895;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5896;5896;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5897;5897;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5898;5898;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5899;5899;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5900;5900;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5901;5901;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5902;5902;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5903;5903;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5904;5904;G5;02;02;02/02;12/01/2021 00:00;3;12;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5905;5905;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5906;5906;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5907;5907;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5908;5908;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5909;5909;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5910;5910;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5911;5911;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5912;5912;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5913;5913;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5914;5914;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5915;5915;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5916;5916;G5;02;03;02/03;13/01/2021 00:00;3;13;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5917;5917;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5918;5918;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5919;5919;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5920;5920;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5921;5921;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5922;5922;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5923;5923;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5924;5924;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5925;5925;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5926;5926;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5927;5927;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5928;5928;G5;02;04;02/04;14/01/2021 00:00;3;14;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5929;5929;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5930;5930;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5931;5931;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5932;5932;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5933;5933;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5934;5934;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5935;5935;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5936;5936;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5937;5937;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5938;5938;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5939;5939;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5940;5940;G5;02;05;02/05;15/01/2021 00:00;3;15;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5941;5941;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5942;5942;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5943;5943;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5944;5944;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5945;5945;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5946;5946;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~5947;5947;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~5948;5948;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~5949;5949;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~5950;5950;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~5951;5951;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~5952;5952;G5;02;06;02/06;16/01/2021 00:00;4;16;GG-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~5953;5953;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~5954;5954;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~5955;5955;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~5956;5956;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~5957;5957;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~5958;5958;G5;02;07;02/07;17/01/2021 00:00;4;17;GG-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
